dataset,policy,block,markets,wins,losses,net_pnl_cents
current,touch_preempt_book1_touch0.35_ask55_age600,3,20,13,7,12.0
current,touch_preempt_book1_touch0.35_ask55_age600,4,20,14,6,168.0
current,touch_preempt_book1_touch0.35_ask55_age600,5,20,7,13,-421.0
current,touch_preempt_book1_touch0.35_ask55_age600,6,20,9,11,-319.0
current,touch_preempt_book1_touch0.35_ask55_age600,7,20,14,6,99.0
current,touch_preempt_book1_touch0.35_ask55_age600,8,20,10,10,-176.0
current,touch_preempt_book1_touch0.35_ask55_age600,9,20,14,6,125.0
current,touch_preempt_book1_touch0.35_ask55_age600,10,20,10,10,-263.0
current,touch_preempt_book1_touch0.35_ask55_age600,11,20,9,11,-339.0
current,touch_preempt_book1_touch0.35_ask55_age600,12,20,9,11,-313.0
current,touch_preempt_book1_touch0.35_ask55_age600,13,20,10,10,-254.0
current,touch_preempt_book1_touch0.35_ask55_age600,14,20,15,5,174.0
current,touch_preempt_book1_touch0.35_ask55_age600,15,20,9,11,-364.0
current,touch_preempt_book1_touch0.35_ask55_age600,16,17,11,6,39.0
current,touch_preempt_book1_touch0.35_ask60_age180,1,20,14,6,172.0
current,touch_preempt_book1_touch0.35_ask60_age180,2,20,13,7,67.0
current,touch_preempt_book1_touch0.35_ask60_age180,3,20,13,7,12.0
current,touch_preempt_book1_touch0.35_ask60_age180,4,20,13,7,70.0
current,touch_preempt_book1_touch0.35_ask60_age180,5,20,8,12,-329.0
current,touch_preempt_book1_touch0.35_ask60_age180,6,20,8,12,-409.0
current,touch_preempt_book1_touch0.35_ask60_age180,7,20,13,7,1.0
current,touch_preempt_book1_touch0.35_ask60_age180,8,20,10,10,-178.0
current,touch_preempt_book1_touch0.35_ask60_age180,9,20,13,7,26.0
current,touch_preempt_book1_touch0.35_ask60_age180,10,20,12,8,-103.0
current,touch_preempt_book1_touch0.35_ask60_age180,11,20,10,10,-259.0
current,touch_preempt_book1_touch0.35_ask60_age180,12,20,9,11,-318.0
current,touch_preempt_book1_touch0.35_ask60_age180,13,20,11,9,-181.0
current,touch_preempt_book1_touch0.35_ask60_age180,14,20,15,5,174.0
current,touch_preempt_book1_touch0.35_ask60_age180,15,20,9,11,-344.0
current,touch_preempt_book1_touch0.35_ask60_age180,16,17,10,7,-57.0
current,touch_preempt_book1_touch0.35_ask60_age300,1,20,14,6,172.0
current,touch_preempt_book1_touch0.35_ask60_age300,2,20,14,6,184.0
current,touch_preempt_book1_touch0.35_ask60_age300,3,20,13,7,12.0
current,touch_preempt_book1_touch0.35_ask60_age300,4,20,13,7,70.0
current,touch_preempt_book1_touch0.35_ask60_age300,5,20,7,13,-421.0
current,touch_preempt_book1_touch0.35_ask60_age300,6,20,8,12,-409.0
current,touch_preempt_book1_touch0.35_ask60_age300,7,20,13,7,1.0
current,touch_preempt_book1_touch0.35_ask60_age300,8,20,10,10,-178.0
current,touch_preempt_book1_touch0.35_ask60_age300,9,20,13,7,26.0
current,touch_preempt_book1_touch0.35_ask60_age300,10,20,10,10,-266.0
current,touch_preempt_book1_touch0.35_ask60_age300,11,20,9,11,-340.0
current,touch_preempt_book1_touch0.35_ask60_age300,12,20,9,11,-318.0
current,touch_preempt_book1_touch0.35_ask60_age300,13,20,10,10,-255.0
current,touch_preempt_book1_touch0.35_ask60_age300,14,20,15,5,174.0
current,touch_preempt_book1_touch0.35_ask60_age300,15,20,9,11,-344.0
current,touch_preempt_book1_touch0.35_ask60_age300,16,17,10,7,-57.0
current,touch_preempt_book1_touch0.35_ask60_age600,1,20,14,6,172.0
current,touch_preempt_book1_touch0.35_ask60_age600,2,20,14,6,184.0
current,touch_preempt_book1_touch0.35_ask60_age600,3,20,13,7,12.0
current,touch_preempt_book1_touch0.35_ask60_age600,4,20,13,7,70.0
current,touch_preempt_book1_touch0.35_ask60_age600,5,20,7,13,-421.0
current,touch_preempt_book1_touch0.35_ask60_age600,6,20,8,12,-409.0
current,touch_preempt_book1_touch0.35_ask60_age600,7,20,13,7,1.0
current,touch_preempt_book1_touch0.35_ask60_age600,8,20,10,10,-178.0
current,touch_preempt_book1_touch0.35_ask60_age600,9,20,13,7,26.0
current,touch_preempt_book1_touch0.35_ask60_age600,10,20,10,10,-266.0
current,touch_preempt_book1_touch0.35_ask60_age600,11,20,9,11,-340.0
current,touch_preempt_book1_touch0.35_ask60_age600,12,20,9,11,-318.0
current,touch_preempt_book1_touch0.35_ask60_age600,13,20,10,10,-255.0
current,touch_preempt_book1_touch0.35_ask60_age600,14,20,15,5,174.0
current,touch_preempt_book1_touch0.35_ask60_age600,15,20,9,11,-344.0
current,touch_preempt_book1_touch0.35_ask60_age600,16,17,10,7,-57.0
current,touch_preempt_book1_touch0.35_ask70_age180,1,20,14,6,172.0
current,touch_preempt_book1_touch0.35_ask70_age180,2,20,13,7,67.0
current,touch_preempt_book1_touch0.35_ask70_age180,3,20,13,7,12.0
current,touch_preempt_book1_touch0.35_ask70_age180,4,20,13,7,70.0
current,touch_preempt_book1_touch0.35_ask70_age180,5,20,8,12,-329.0
current,touch_preempt_book1_touch0.35_ask70_age180,6,20,8,12,-409.0
current,touch_preempt_book1_touch0.35_ask70_age180,7,20,13,7,1.0
current,touch_preempt_book1_touch0.35_ask70_age180,8,20,10,10,-178.0
current,touch_preempt_book1_touch0.35_ask70_age180,9,20,12,8,-67.0
current,touch_preempt_book1_touch0.35_ask70_age180,10,20,12,8,-103.0
current,touch_preempt_book1_touch0.35_ask70_age180,11,20,10,10,-259.0
current,touch_preempt_book1_touch0.35_ask70_age180,12,20,9,11,-318.0
current,touch_preempt_book1_touch0.35_ask70_age180,13,20,11,9,-181.0
current,touch_preempt_book1_touch0.35_ask70_age180,14,20,15,5,174.0
current,touch_preempt_book1_touch0.35_ask70_age180,15,20,9,11,-344.0
current,touch_preempt_book1_touch0.35_ask70_age180,16,17,10,7,-57.0
current,touch_preempt_book1_touch0.35_ask70_age300,1,20,14,6,172.0
current,touch_preempt_book1_touch0.35_ask70_age300,2,20,14,6,184.0
current,touch_preempt_book1_touch0.35_ask70_age300,3,20,13,7,12.0
current,touch_preempt_book1_touch0.35_ask70_age300,4,20,13,7,70.0
current,touch_preempt_book1_touch0.35_ask70_age300,5,20,7,13,-421.0
current,touch_preempt_book1_touch0.35_ask70_age300,6,20,8,12,-409.0
current,touch_preempt_book1_touch0.35_ask70_age300,7,20,13,7,1.0
current,touch_preempt_book1_touch0.35_ask70_age300,8,20,10,10,-178.0
current,touch_preempt_book1_touch0.35_ask70_age300,9,20,12,8,-67.0
current,touch_preempt_book1_touch0.35_ask70_age300,10,20,10,10,-266.0
current,touch_preempt_book1_touch0.35_ask70_age300,11,20,9,11,-340.0
current,touch_preempt_book1_touch0.35_ask70_age300,12,20,9,11,-318.0
current,touch_preempt_book1_touch0.35_ask70_age300,13,20,10,10,-255.0
current,touch_preempt_book1_touch0.35_ask70_age300,14,20,15,5,174.0
current,touch_preempt_book1_touch0.35_ask70_age300,15,20,9,11,-344.0
current,touch_preempt_book1_touch0.35_ask70_age300,16,17,10,7,-57.0
current,touch_preempt_book1_touch0.35_ask70_age600,1,20,14,6,172.0
current,touch_preempt_book1_touch0.35_ask70_age600,2,20,14,6,184.0
current,touch_preempt_book1_touch0.35_ask70_age600,3,20,13,7,12.0
current,touch_preempt_book1_touch0.35_ask70_age600,4,20,13,7,70.0
current,touch_preempt_book1_touch0.35_ask70_age600,5,20,7,13,-421.0
current,touch_preempt_book1_touch0.35_ask70_age600,6,20,8,12,-409.0
current,touch_preempt_book1_touch0.35_ask70_age600,7,20,13,7,1.0
current,touch_preempt_book1_touch0.35_ask70_age600,8,20,10,10,-178.0
current,touch_preempt_book1_touch0.35_ask70_age600,9,20,12,8,-67.0
current,touch_preempt_book1_touch0.35_ask70_age600,10,20,10,10,-266.0
current,touch_preempt_book1_touch0.35_ask70_age600,11,20,9,11,-340.0
current,touch_preempt_book1_touch0.35_ask70_age600,12,20,9,11,-318.0
current,touch_preempt_book1_touch0.35_ask70_age600,13,20,10,10,-255.0
current,touch_preempt_book1_touch0.35_ask70_age600,14,20,15,5,174.0
current,touch_preempt_book1_touch0.35_ask70_age600,15,20,9,11,-344.0
current,touch_preempt_book1_touch0.35_ask70_age600,16,17,10,7,-57.0
current,touch_preempt_book1_touch0.4_ask55_age180,1,20,14,6,177.0
current,touch_preempt_book1_touch0.4_ask55_age180,2,20,12,8,-28.0
current,touch_preempt_book1_touch0.4_ask55_age180,3,20,13,7,12.0
current,touch_preempt_book1_touch0.4_ask55_age180,4,20,13,7,61.0
current,touch_preempt_book1_touch0.4_ask55_age180,5,20,8,12,-329.0
current,touch_preempt_book1_touch0.4_ask55_age180,6,20,9,11,-319.0
current,touch_preempt_book1_touch0.4_ask55_age180,7,20,14,6,99.0
current,touch_preempt_book1_touch0.4_ask55_age180,8,20,10,10,-176.0
current,touch_preempt_book1_touch0.4_ask55_age180,9,20,14,6,125.0
current,touch_preempt_book1_touch0.4_ask55_age180,10,20,12,8,-100.0
current,touch_preempt_book1_touch0.4_ask55_age180,11,20,10,10,-259.0
current,touch_preempt_book1_touch0.4_ask55_age180,12,20,9,11,-313.0
current,touch_preempt_book1_touch0.4_ask55_age180,13,20,11,9,-180.0
current,touch_preempt_book1_touch0.4_ask55_age180,14,20,15,5,174.0
current,touch_preempt_book1_touch0.4_ask55_age180,15,20,9,11,-364.0
current,touch_preempt_book1_touch0.4_ask55_age180,16,17,11,6,39.0
current,touch_preempt_book1_touch0.4_ask55_age300,1,20,14,6,177.0
current,touch_preempt_book1_touch0.4_ask55_age300,2,20,13,7,89.0
current,touch_preempt_book1_touch0.4_ask55_age300,3,20,13,7,12.0
current,touch_preempt_book1_touch0.4_ask55_age300,4,20,14,6,168.0
current,touch_preempt_book1_touch0.4_ask55_age300,5,20,7,13,-421.0
current,touch_preempt_book1_touch0.4_ask55_age300,6,20,9,11,-319.0
current,touch_preempt_book1_touch0.4_ask55_age300,7,20,14,6,99.0
current,touch_preempt_book1_touch0.4_ask55_age300,8,20,10,10,-176.0
current,touch_preempt_book1_touch0.4_ask55_age300,9,20,14,6,125.0
current,touch_preempt_book1_touch0.4_ask55_age300,10,20,10,10,-263.0
current,touch_preempt_book1_touch0.4_ask55_age300,11,20,9,11,-339.0
current,touch_preempt_book1_touch0.4_ask55_age300,12,20,9,11,-313.0
current,touch_preempt_book1_touch0.4_ask55_age300,13,20,10,10,-254.0
current,touch_preempt_book1_touch0.4_ask55_age300,14,20,15,5,174.0
current,touch_preempt_book1_touch0.4_ask55_age300,15,20,9,11,-364.0
current,touch_preempt_book1_touch0.4_ask55_age300,16,17,11,6,39.0
current,touch_preempt_book1_touch0.4_ask55_age600,1,20,14,6,177.0
current,touch_preempt_book1_touch0.4_ask55_age600,2,20,13,7,89.0
current,touch_preempt_book1_touch0.4_ask55_age600,3,20,13,7,12.0
current,touch_preempt_book1_touch0.4_ask55_age600,4,20,14,6,168.0
current,touch_preempt_book1_touch0.4_ask55_age600,5,20,7,13,-421.0
current,touch_preempt_book1_touch0.4_ask55_age600,6,20,9,11,-319.0
current,touch_preempt_book1_touch0.4_ask55_age600,7,20,14,6,99.0
current,touch_preempt_book1_touch0.4_ask55_age600,8,20,10,10,-176.0
current,touch_preempt_book1_touch0.4_ask55_age600,9,20,14,6,125.0
current,touch_preempt_book1_touch0.4_ask55_age600,10,20,10,10,-263.0
current,touch_preempt_book1_touch0.4_ask55_age600,11,20,9,11,-339.0
current,touch_preempt_book1_touch0.4_ask55_age600,12,20,9,11,-313.0
current,touch_preempt_book1_touch0.4_ask55_age600,13,20,10,10,-254.0
current,touch_preempt_book1_touch0.4_ask55_age600,14,20,15,5,174.0
current,touch_preempt_book1_touch0.4_ask55_age600,15,20,9,11,-364.0
current,touch_preempt_book1_touch0.4_ask55_age600,16,17,11,6,39.0
current,touch_preempt_book1_touch0.4_ask60_age180,1,20,14,6,172.0
current,touch_preempt_book1_touch0.4_ask60_age180,2,20,13,7,67.0
current,touch_preempt_book1_touch0.4_ask60_age180,3,20,13,7,12.0
current,touch_preempt_book1_touch0.4_ask60_age180,4,20,13,7,70.0
current,touch_preempt_book1_touch0.4_ask60_age180,5,20,8,12,-329.0
current,touch_preempt_book1_touch0.4_ask60_age180,6,20,8,12,-409.0
current,touch_preempt_book1_touch0.4_ask60_age180,7,20,13,7,1.0
current,touch_preempt_book1_touch0.4_ask60_age180,8,20,10,10,-178.0
current,touch_preempt_book1_touch0.4_ask60_age180,9,20,13,7,26.0
current,touch_preempt_book1_touch0.4_ask60_age180,10,20,12,8,-103.0
current,touch_preempt_book1_touch0.4_ask60_age180,11,20,10,10,-259.0
current,touch_preempt_book1_touch0.4_ask60_age180,12,20,9,11,-318.0
current,touch_preempt_book1_touch0.4_ask60_age180,13,20,11,9,-181.0
current,touch_preempt_book1_touch0.4_ask60_age180,14,20,15,5,174.0
current,touch_preempt_book1_touch0.4_ask60_age180,15,20,9,11,-344.0
current,touch_preempt_book1_touch0.4_ask60_age180,16,17,10,7,-57.0
current,touch_preempt_book1_touch0.4_ask60_age300,1,20,14,6,172.0
current,touch_preempt_book1_touch0.4_ask60_age300,2,20,14,6,184.0
current,touch_preempt_book1_touch0.4_ask60_age300,3,20,13,7,12.0
current,touch_preempt_book1_touch0.4_ask60_age300,4,20,13,7,70.0
current,touch_preempt_book1_touch0.4_ask60_age300,5,20,7,13,-421.0
current,touch_preempt_book1_touch0.4_ask60_age300,6,20,8,12,-409.0
current,touch_preempt_book1_touch0.4_ask60_age300,7,20,13,7,1.0
current,touch_preempt_book1_touch0.4_ask60_age300,8,20,10,10,-178.0
current,touch_preempt_book1_touch0.4_ask60_age300,9,20,13,7,26.0
current,touch_preempt_book1_touch0.4_ask60_age300,10,20,10,10,-266.0
current,touch_preempt_book1_touch0.4_ask60_age300,11,20,9,11,-340.0
current,touch_preempt_book1_touch0.4_ask60_age300,12,20,9,11,-318.0
current,touch_preempt_book1_touch0.4_ask60_age300,13,20,10,10,-255.0
current,touch_preempt_book1_touch0.4_ask60_age300,14,20,15,5,174.0
current,touch_preempt_book1_touch0.4_ask60_age300,15,20,9,11,-344.0
current,touch_preempt_book1_touch0.4_ask60_age300,16,17,10,7,-57.0
current,touch_preempt_book1_touch0.4_ask60_age600,1,20,14,6,172.0
current,touch_preempt_book1_touch0.4_ask60_age600,2,20,14,6,184.0
current,touch_preempt_book1_touch0.4_ask60_age600,3,20,13,7,12.0
current,touch_preempt_book1_touch0.4_ask60_age600,4,20,13,7,70.0
current,touch_preempt_book1_touch0.4_ask60_age600,5,20,7,13,-421.0
current,touch_preempt_book1_touch0.4_ask60_age600,6,20,8,12,-409.0
current,touch_preempt_book1_touch0.4_ask60_age600,7,20,13,7,1.0
current,touch_preempt_book1_touch0.4_ask60_age600,8,20,10,10,-178.0
current,touch_preempt_book1_touch0.4_ask60_age600,9,20,13,7,26.0
current,touch_preempt_book1_touch0.4_ask60_age600,10,20,10,10,-266.0
current,touch_preempt_book1_touch0.4_ask60_age600,11,20,9,11,-340.0
current,touch_preempt_book1_touch0.4_ask60_age600,12,20,9,11,-318.0
current,touch_preempt_book1_touch0.4_ask60_age600,13,20,10,10,-255.0
current,touch_preempt_book1_touch0.4_ask60_age600,14,20,15,5,174.0
current,touch_preempt_book1_touch0.4_ask60_age600,15,20,9,11,-344.0
current,touch_preempt_book1_touch0.4_ask60_age600,16,17,10,7,-57.0
current,touch_preempt_book1_touch0.4_ask70_age180,1,20,14,6,172.0
current,touch_preempt_book1_touch0.4_ask70_age180,2,20,13,7,67.0
current,touch_preempt_book1_touch0.4_ask70_age180,3,20,13,7,12.0
current,touch_preempt_book1_touch0.4_ask70_age180,4,20,13,7,70.0
current,touch_preempt_book1_touch0.4_ask70_age180,5,20,8,12,-329.0
current,touch_preempt_book1_touch0.4_ask70_age180,6,20,8,12,-409.0
current,touch_preempt_book1_touch0.4_ask70_age180,7,20,13,7,1.0
current,touch_preempt_book1_touch0.4_ask70_age180,8,20,10,10,-178.0
current,touch_preempt_book1_touch0.4_ask70_age180,9,20,12,8,-67.0
current,touch_preempt_book1_touch0.4_ask70_age180,10,20,12,8,-103.0
current,touch_preempt_book1_touch0.4_ask70_age180,11,20,10,10,-259.0
current,touch_preempt_book1_touch0.4_ask70_age180,12,20,9,11,-318.0
current,touch_preempt_book1_touch0.4_ask70_age180,13,20,11,9,-181.0
current,touch_preempt_book1_touch0.4_ask70_age180,14,20,15,5,174.0
current,touch_preempt_book1_touch0.4_ask70_age180,15,20,9,11,-344.0
current,touch_preempt_book1_touch0.4_ask70_age180,16,17,10,7,-57.0
current,touch_preempt_book1_touch0.4_ask70_age300,1,20,14,6,172.0
current,touch_preempt_book1_touch0.4_ask70_age300,2,20,14,6,184.0
current,touch_preempt_book1_touch0.4_ask70_age300,3,20,13,7,12.0
current,touch_preempt_book1_touch0.4_ask70_age300,4,20,13,7,70.0
current,touch_preempt_book1_touch0.4_ask70_age300,5,20,7,13,-421.0
current,touch_preempt_book1_touch0.4_ask70_age300,6,20,8,12,-409.0
current,touch_preempt_book1_touch0.4_ask70_age300,7,20,13,7,1.0
current,touch_preempt_book1_touch0.4_ask70_age300,8,20,10,10,-178.0
current,touch_preempt_book1_touch0.4_ask70_age300,9,20,12,8,-67.0
current,touch_preempt_book1_touch0.4_ask70_age300,10,20,10,10,-266.0
current,touch_preempt_book1_touch0.4_ask70_age300,11,20,9,11,-340.0
current,touch_preempt_book1_touch0.4_ask70_age300,12,20,9,11,-318.0
current,touch_preempt_book1_touch0.4_ask70_age300,13,20,10,10,-255.0
current,touch_preempt_book1_touch0.4_ask70_age300,14,20,15,5,174.0
current,touch_preempt_book1_touch0.4_ask70_age300,15,20,9,11,-344.0
current,touch_preempt_book1_touch0.4_ask70_age300,16,17,10,7,-57.0
current,touch_preempt_book1_touch0.4_ask70_age600,1,20,14,6,172.0
current,touch_preempt_book1_touch0.4_ask70_age600,2,20,14,6,184.0
current,touch_preempt_book1_touch0.4_ask70_age600,3,20,13,7,12.0
current,touch_preempt_book1_touch0.4_ask70_age600,4,20,13,7,70.0
current,touch_preempt_book1_touch0.4_ask70_age600,5,20,7,13,-421.0
current,touch_preempt_book1_touch0.4_ask70_age600,6,20,8,12,-409.0
current,touch_preempt_book1_touch0.4_ask70_age600,7,20,13,7,1.0
current,touch_preempt_book1_touch0.4_ask70_age600,8,20,10,10,-178.0
current,touch_preempt_book1_touch0.4_ask70_age600,9,20,12,8,-67.0
current,touch_preempt_book1_touch0.4_ask70_age600,10,20,10,10,-266.0
current,touch_preempt_book1_touch0.4_ask70_age600,11,20,9,11,-340.0
current,touch_preempt_book1_touch0.4_ask70_age600,12,20,9,11,-318.0
current,touch_preempt_book1_touch0.4_ask70_age600,13,20,10,10,-255.0
current,touch_preempt_book1_touch0.4_ask70_age600,14,20,15,5,174.0
current,touch_preempt_book1_touch0.4_ask70_age600,15,20,9,11,-344.0
current,touch_preempt_book1_touch0.4_ask70_age600,16,17,10,7,-57.0
current,touch_preempt_book1_touch0.45_ask55_age180,1,20,16,4,354.0
current,touch_preempt_book1_touch0.45_ask55_age180,2,20,12,8,-124.0
current,touch_preempt_book1_touch0.45_ask55_age180,3,20,13,7,-27.0
current,touch_preempt_book1_touch0.45_ask55_age180,4,20,14,6,103.0
current,touch_preempt_book1_touch0.45_ask55_age180,5,20,8,12,-437.0
current,touch_preempt_book1_touch0.45_ask55_age180,6,20,11,9,-161.0
current,touch_preempt_book1_touch0.45_ask55_age180,7,20,15,5,143.0
current,touch_preempt_book1_touch0.45_ask55_age180,8,20,13,7,28.0
current,touch_preempt_book1_touch0.45_ask55_age180,9,20,14,6,73.0
current,touch_preempt_book1_touch0.45_ask55_age180,10,20,15,5,157.0
current,touch_preempt_book1_touch0.45_ask55_age180,11,20,11,9,-234.0
current,touch_preempt_book1_touch0.45_ask55_age180,12,20,11,9,-212.0
current,touch_preempt_book1_touch0.45_ask55_age180,13,20,15,5,135.0
current,touch_preempt_book1_touch0.45_ask55_age180,14,20,16,4,228.0
current,touch_preempt_book1_touch0.45_ask55_age180,15,20,11,9,-270.0
current,touch_preempt_book1_touch0.45_ask55_age180,16,17,13,4,162.0
current,touch_preempt_book1_touch0.45_ask55_age300,1,20,15,5,262.0
current,touch_preempt_book1_touch0.45_ask55_age300,2,20,12,8,-124.0
current,touch_preempt_book1_touch0.45_ask55_age300,3,20,13,7,-27.0
current,touch_preempt_book1_touch0.45_ask55_age300,4,20,14,6,103.0
current,touch_preempt_book1_touch0.45_ask55_age300,5,20,6,14,-592.0
current,touch_preempt_book1_touch0.45_ask55_age300,6,20,11,9,-161.0
current,touch_preempt_book1_touch0.45_ask55_age300,7,20,14,6,50.0
current,touch_preempt_book1_touch0.45_ask55_age300,8,20,13,7,28.0
current,touch_preempt_book1_touch0.45_ask55_age300,9,20,14,6,103.0
current,touch_preempt_book1_touch0.45_ask55_age300,10,20,15,5,157.0
current,touch_preempt_book1_touch0.45_ask55_age300,11,20,9,11,-397.0
current,touch_preempt_book1_touch0.45_ask55_age300,12,20,11,9,-212.0
current,touch_preempt_book1_touch0.45_ask55_age300,13,20,14,6,61.0
current,touch_preempt_book1_touch0.45_ask55_age300,14,20,16,4,228.0
current,touch_preempt_book1_touch0.45_ask55_age300,15,20,11,9,-270.0
current,touch_preempt_book1_touch0.45_ask55_age300,16,17,13,4,162.0
current,touch_preempt_book1_touch0.45_ask55_age600,1,20,15,5,262.0
current,touch_preempt_book1_touch0.45_ask55_age600,2,20,12,8,-124.0
current,touch_preempt_book1_touch0.45_ask55_age600,3,20,13,7,-27.0
current,touch_preempt_book1_touch0.45_ask55_age600,4,20,14,6,103.0
current,touch_preempt_book1_touch0.45_ask55_age600,5,20,6,14,-592.0
current,touch_preempt_book1_touch0.45_ask55_age600,6,20,11,9,-161.0
current,touch_preempt_book1_touch0.45_ask55_age600,7,20,14,6,50.0
current,touch_preempt_book1_touch0.45_ask55_age600,8,20,13,7,28.0
current,touch_preempt_book1_touch0.45_ask55_age600,9,20,14,6,103.0
current,touch_preempt_book1_touch0.45_ask55_age600,10,20,15,5,157.0
current,touch_preempt_book1_touch0.45_ask55_age600,11,20,9,11,-397.0
current,touch_preempt_book1_touch0.45_ask55_age600,12,20,11,9,-212.0
current,touch_preempt_book1_touch0.45_ask55_age600,13,20,14,6,61.0
current,touch_preempt_book1_touch0.45_ask55_age600,14,20,16,4,228.0
current,touch_preempt_book1_touch0.45_ask55_age600,15,20,11,9,-270.0
current,touch_preempt_book1_touch0.45_ask55_age600,16,17,13,4,162.0
current,touch_preempt_book1_touch0.45_ask60_age180,1,20,16,4,353.0
current,touch_preempt_book1_touch0.45_ask60_age180,2,20,13,7,-16.0
current,touch_preempt_book1_touch0.45_ask60_age180,3,20,14,6,85.0
current,touch_preempt_book1_touch0.45_ask60_age180,4,20,16,4,312.0
current,touch_preempt_book1_touch0.45_ask60_age180,5,20,7,13,-527.0
current,touch_preempt_book1_touch0.45_ask60_age180,6,20,8,12,-433.0
current,touch_preempt_book1_touch0.45_ask60_age180,7,20,14,6,44.0
current,touch_preempt_book1_touch0.45_ask60_age180,8,20,12,8,-66.0
current,touch_preempt_book1_touch0.45_ask60_age180,9,20,13,7,-26.0
current,touch_preempt_book1_touch0.45_ask60_age180,10,20,14,6,68.0
current,touch_preempt_book1_touch0.45_ask60_age180,11,20,11,9,-234.0
current,touch_preempt_book1_touch0.45_ask60_age180,12,20,8,12,-488.0
current,touch_preempt_book1_touch0.45_ask60_age180,13,20,15,5,135.0
current,touch_preempt_book1_touch0.45_ask60_age180,14,20,15,5,135.0
current,touch_preempt_book1_touch0.45_ask60_age180,15,20,11,9,-270.0
current,touch_preempt_book1_touch0.45_ask60_age180,16,17,13,4,172.0
current,touch_preempt_book1_touch0.45_ask60_age300,1,20,15,5,261.0
current,touch_preempt_book1_touch0.45_ask60_age300,2,20,13,7,-16.0
current,touch_preempt_book1_touch0.45_ask60_age300,3,20,14,6,85.0
current,touch_preempt_book1_touch0.45_ask60_age300,4,20,16,4,312.0
current,touch_preempt_book1_touch0.45_ask60_age300,5,20,6,14,-593.0
current,touch_preempt_book1_touch0.45_ask60_age300,6,20,8,12,-433.0
current,touch_preempt_book1_touch0.45_ask60_age300,7,20,13,7,-49.0
current,touch_preempt_book1_touch0.45_ask60_age300,8,20,12,8,-66.0
current,touch_preempt_book1_touch0.45_ask60_age300,9,20,13,7,4.0
current,touch_preempt_book1_touch0.45_ask60_age300,10,20,14,6,68.0
current,touch_preempt_book1_touch0.45_ask60_age300,11,20,9,11,-397.0
current,touch_preempt_book1_touch0.45_ask60_age300,12,20,8,12,-488.0
current,touch_preempt_book1_touch0.45_ask60_age300,13,20,14,6,61.0
current,touch_preempt_book1_touch0.45_ask60_age300,14,20,15,5,135.0
current,touch_preempt_book1_touch0.45_ask60_age300,15,20,10,10,-366.0
current,touch_preempt_book1_touch0.45_ask60_age300,16,17,12,5,78.0
current,touch_preempt_book1_touch0.45_ask60_age600,1,20,15,5,261.0
current,touch_preempt_book1_touch0.45_ask60_age600,2,20,13,7,-16.0
current,touch_preempt_book1_touch0.45_ask60_age600,3,20,14,6,85.0
current,touch_preempt_book1_touch0.45_ask60_age600,4,20,16,4,312.0
current,touch_preempt_book1_touch0.45_ask60_age600,5,20,6,14,-593.0
current,touch_preempt_book1_touch0.45_ask60_age600,6,20,8,12,-433.0
current,touch_preempt_book1_touch0.45_ask60_age600,7,20,13,7,-49.0
current,touch_preempt_book1_touch0.45_ask60_age600,8,20,12,8,-66.0
current,touch_preempt_book1_touch0.45_ask60_age600,9,20,13,7,4.0
current,touch_preempt_book1_touch0.45_ask60_age600,10,20,13,7,-26.0
current,touch_preempt_book1_touch0.45_ask60_age600,11,20,9,11,-397.0
current,touch_preempt_book1_touch0.45_ask60_age600,12,20,8,12,-488.0
current,touch_preempt_book1_touch0.45_ask60_age600,13,20,14,6,61.0
current,touch_preempt_book1_touch0.45_ask60_age600,14,20,15,5,135.0
current,touch_preempt_book1_touch0.45_ask60_age600,15,20,10,10,-366.0
current,touch_preempt_book1_touch0.45_ask60_age600,16,17,12,5,78.0
current,touch_preempt_book1_touch0.45_ask70_age180,1,20,16,4,353.0
current,touch_preempt_book1_touch0.45_ask70_age180,2,20,13,7,-16.0
current,touch_preempt_book1_touch0.45_ask70_age180,3,20,14,6,85.0
current,touch_preempt_book1_touch0.45_ask70_age180,4,20,16,4,312.0
current,touch_preempt_book1_touch0.45_ask70_age180,5,20,7,13,-527.0
current,touch_preempt_book1_touch0.45_ask70_age180,6,20,8,12,-433.0
current,touch_preempt_book1_touch0.45_ask70_age180,7,20,14,6,44.0
current,touch_preempt_book1_touch0.45_ask70_age180,8,20,12,8,-66.0
current,touch_preempt_book1_touch0.45_ask70_age180,9,20,13,7,-20.0
current,touch_preempt_book1_touch0.45_ask70_age180,10,20,12,8,-130.0
current,touch_preempt_book1_touch0.45_ask70_age180,11,20,11,9,-234.0
current,touch_preempt_book1_touch0.45_ask70_age180,12,20,8,12,-488.0
current,touch_preempt_book1_touch0.45_ask70_age180,13,20,15,5,135.0
current,touch_preempt_book1_touch0.45_ask70_age180,14,20,15,5,135.0
current,touch_preempt_book1_touch0.45_ask70_age180,15,20,11,9,-270.0
current,touch_preempt_book1_touch0.45_ask70_age180,16,17,13,4,172.0
current,touch_preempt_book1_touch0.45_ask70_age300,1,20,15,5,261.0
current,touch_preempt_book1_touch0.45_ask70_age300,2,20,13,7,-16.0
current,touch_preempt_book1_touch0.45_ask70_age300,3,20,14,6,85.0
current,touch_preempt_book1_touch0.45_ask70_age300,4,20,16,4,312.0
current,touch_preempt_book1_touch0.45_ask70_age300,5,20,6,14,-593.0
current,touch_preempt_book1_touch0.45_ask70_age300,6,20,8,12,-433.0
